no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline
1,0,2,1,0,116,2018,2,28,0,0,0,61.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2018,2,17,1,0,18,0.0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,0,0,4,0,275,2018,12,28,0,0,0,72.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,65,2018,9,5,0,0,0,123.98,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,22,2018,5,31,0,0,0,109.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,13,2018,9,20,0,0,0,110.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
3,0,2,2,0,27,2018,9,9,0,0,0,167.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1,2,0,133,2018,8,19,0,0,0,82.45,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,1,0,43,2018,4,11,0,0,0,94.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,69,2018,3,12,0,0,0,72.9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,93,2018,4,20,0,0,0,96.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,37,2018,10,13,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,5,0,64,2018,9,6,0,0,0,136.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,279,2018,10,12,0,0,0,110.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,11,2018,3,26,0,0,0,133.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,113,2018,6,30,0,0,0,85.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,83,2018,3,7,0,0,0,59.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,180,2018,10,10,0,0,0,120.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,0,2017,8,12,0,0,0,138.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,3,0,100,2018,5,19,0,0,0,136.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,6,2018,12,6,0,0,0,79.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,146,2017,12,29,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,2,2018,5,4,1,0,3,67.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,125,2017,12,11,0,0,0,72.25,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,24,2017,12,5,0,0,0,47.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,80,2018,11,19,0,0,0,93.6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,0,2017,10,12,0,0,0,126.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,34,2017,9,23,0,0,0,224.67,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,1,2,5,0,172,2018,7,15,0,0,0,112.32,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,34,2017,10,8,0,0,0,86.4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,5,0,73,2018,7,1,0,0,0,117.64,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,1,3,0,58,2018,10,10,0,0,0,132.3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,1,2017,11,19,0,0,0,65.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2,1,1,3,0,166,2018,6,23,0,0,0,110.37,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,4,0,20,2018,12,28,0,0,0,131.35,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,102,2017,10,16,0,0,0,101.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,6,14,0,6,2018,1,10,0,0,0,87.7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,28,2018,7,2,0,0,0,130.66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,3,2018,10,6,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2,1,1,2,0,35,2018,3,25,0,0,0,140.1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,56,2018,12,16,0,0,0,79.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,1,1,0,140,2018,7,2,0,0,0,88.77,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,2,0,156,2018,8,23,0,0,0,94.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,31,2018,2,4,0,0,0,77.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,5,0,156,2018,8,8,0,0,0,72.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,0,18,2018,9,12,0,0,0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,4,0,146,2018,10,19,0,0,0,202.5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,2,1,0,0,2018,10,15,0,0,0,111.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,72,2018,3,24,0,0,0,62.38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,5,0,18,2017,10,3,1,1,0,78.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,418,2018,9,26,0,0,0,75.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,1,87,2018,9,21,0,0,0,158.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,121,2018,6,24,0,0,0,90.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,2,0,23,2018,11,6,0,0,0,180.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,4,0,275,2018,10,5,0,0,0,90.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,96,2018,5,7,0,0,0,119.85,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,28,2018,10,7,0,0,0,164.5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,4,0,10,2018,2,10,0,0,0,126.5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,4,0,82,2018,4,6,0,0,0,99.45,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,4,2018,1,25,0,0,0,59.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,5,2018,4,5,1,0,1,101.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,2,2,0,45,2018,2,6,0,0,0,46.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,65,2018,10,17,0,0,0,118.8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2018,1,2,0,0,0,74.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,2018,12,14,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,2,4,0,32,2018,11,12,0,0,0,92.08,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,17,2018,3,17,0,0,0,80.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,176,2018,9,8,0,0,0,125.1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,4,0,154,2018,6,29,0,0,0,72.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,180,2018,10,1,0,0,0,108.9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,47,2018,9,9,0,0,0,125.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,4,0,4,2018,6,10,0,0,0,145.25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,3,0,26,2017,10,12,0,0,0,108.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,2,0,97,2018,10,11,0,0,0,97.2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,257,2017,7,1,0,0,0,101.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,122,2018,4,15,0,0,0,40.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,97,2018,5,29,0,0,0,80.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,112,2018,7,7,0,0,0,72.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,86,2018,4,10,0,0,0,94.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,3,0,78,2018,3,3,0,0,0,60.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,0,247,2018,6,6,0,0,0,90.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,29,2018,3,5,0,0,0,87.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,17,2018,8,24,0,0,0,165.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,150,2018,10,3,0,0,0,118.8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,36,2018,12,18,0,0,0,88.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,67,2018,4,27,0,0,0,110.08,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,107,2018,10,21,0,0,0,108.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,80,2017,10,9,0,0,0,108.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2,0,0,2,0,142,2018,7,1,0,0,0,85.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,189,2017,8,11,0,0,0,76.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,124,2018,8,11,0,0,0,114.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,8,2018,8,28,0,0,0,127.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,6,0,125,2018,8,3,0,0,0,110.93,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,2,0,162,2018,10,14,0,0,0,115.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,5,0,259,2018,12,28,0,0,0,80.26,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,8,2018,4,5,0,0,0,95.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,2018,10,3,1,0,3,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,101,2018,7,4,0,0,0,102.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,44,2018,2,17,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,192,2018,12,4,0,0,0,72.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,43,2018,11,1,0,0,0,124.1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,1,2,1,0,118,2018,8,14,0,0,0,139.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,66,2017,10,9,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,1,2018,9,29,0,0,0,146.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,142,2018,12,22,0,0,0,79.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,0,2,0,326,2018,12,30,0,0,0,188.88,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,149,2018,7,12,0,0,0,99.45,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,3,0,59,2018,10,17,0,0,0,117.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,25,2018,5,10,0,0,0,129.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,68,2018,4,4,0,0,0,96.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,62,2017,7,2,0,0,0,76.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,3,0,71,2018,3,17,0,0,0,88.83,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,0,2017,10,30,0,0,0,126.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,2018,2,10,0,0,0,106.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,1,0,0,2018,6,13,0,0,0,111.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,29,2018,8,8,0,0,0,139.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,5,0,101,2018,7,3,0,0,0,103.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,73,2018,7,6,0,0,0,107.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,13,2017,10,19,0,0,0,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,5,0,127,2018,3,19,0,0,0,94.7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3,0,1,0,0,21,2018,5,15,0,0,0,210.6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,2,3,0,159,2018,9,18,0,0,0,87.72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,196,2018,9,5,0,0,0,116.1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,11,2018,8,16,0,0,0,102.41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,39,2018,1,1,0,0,0,91.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,2,0,0,2018,1,6,0,0,0,79.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,0,76,2018,4,28,0,0,0,111.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,57,2018,6,10,0,0,0,90.67,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,109,2018,5,8,0,0,0,90.96,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,252,2018,10,15,0,0,0,106.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,30,2017,9,30,0,0,0,121.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,1,1,3,0,150,2018,7,7,0,0,0,173.25,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,2,0,169,2018,8,12,0,0,0,137.7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,2,0,3,2018,10,7,0,0,0,110.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
2,0,2,3,0,36,2018,8,19,0,0,0,149.4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,8,2018,2,19,0,0,0,81.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,6,2018,8,4,0,0,0,166.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,57,2018,9,21,0,0,0,115.04,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,2018,8,2,0,0,0,66.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,134,2018,4,16,0,0,0,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,21,2018,2,13,0,0,0,91.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,238,2018,10,13,0,0,0,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,177,2018,7,30,0,0,0,99.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,0,0,31,2018,8,7,0,0,0,168.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,2,0,43,2018,11,19,0,0,0,68.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,0,181,2018,10,11,0,0,0,120.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,418,2018,9,26,0,0,0,107.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,181,2018,7,30,0,0,0,103.95,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3,0,1,2,1,125,2018,8,12,0,0,0,155.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,27,2017,9,30,0,0,0,108.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,42,2018,10,31,0,0,0,127.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,1,3,1,148,2018,8,15,0,0,0,182.83,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,3,0,91,2018,5,12,0,0,0,80.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,64,2018,7,12,0,0,0,63.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,147,2018,12,14,0,0,0,84.6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,257,2017,7,1,0,0,0,101.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,36,2018,10,13,0,0,0,102.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,69,2018,3,31,0,0,0,76.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,92,2017,7,4,0,0,0,76.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,0,1,0,36,2018,9,1,0,0,0,126.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,92,2017,10,7,0,0,0,70.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,127,2018,4,15,0,0,0,91.29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,1,0,145,2017,8,29,0,0,0,94.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,36,2018,9,28,0,0,0,147.6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,27,2018,6,9,0,0,0,120.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,57,2018,6,8,0,0,0,117.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,205,2018,10,8,0,0,0,98.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,0,1,0,21,2018,8,30,0,0,0,107.42,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,2,0,11,2018,6,26,0,0,0,156.8,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,1,2,2,0,29,2018,5,6,0,0,0,162.01,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,2018,3,9,1,2,24,65.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,0,3,2018,10,16,0,0,0,120.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,0,4,2017,9,20,0,0,0,115.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,5,2018,3,23,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,1,1,2,0,36,2018,10,28,0,0,0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,150,2018,12,2,0,0,0,79.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,120,2018,6,10,0,0,0,126.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,36,2017,11,25,0,0,0,94.99,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,143,2018,8,20,0,0,0,94.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,0,70,2018,11,21,0,0,0,114.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2,0,86,2017,9,24,0,0,0,87.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,2,0,64,2018,6,9,0,0,0,143.1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,110,2018,11,2,0,0,0,85.87,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,41,2017,10,28,0,0,0,120.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,147,2018,9,12,0,0,0,126.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,14,2018,1,23,0,0,0,69.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,103,2017,7,18,0,0,0,94.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,21,2018,8,28,0,0,0,123.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,68,2018,5,19,0,0,0,97.71,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,2,1,220,2018,8,31,0,0,0,137.7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,2,0,25,2018,12,2,0,0,0,64.67,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,3,0,134,2018,5,26,0,0,0,105.7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,3,0,5,2018,5,16,0,0,0,98.32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,4,11,0,14,2017,8,21,0,0,0,94.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,116,2018,2,28,0,0,0,76.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,0,48,2018,4,24,0,0,0,80.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,9,2018,10,29,0,0,0,116.8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,213,2018,10,1,0,0,0,102.85,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,263,2017,9,21,0,0,0,67.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,2,2,2,0,10,2018,9,30,0,0,0,254.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,5,2018,3,2,0,0,0,91.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2,2,0,2,0,77,2018,8,9,0,0,0,198.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,21,2018,2,17,0,0,0,85.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,3,0,48,2018,8,25,0,0,0,184.26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,64,2017,11,20,0,0,0,79.2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,135,2018,8,9,0,0,0,103.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,34,2017,10,18,0,0,0,76.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,83,2018,4,16,0,0,0,103.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,44,2018,2,17,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,4,0,33,2018,8,29,0,0,0,111.42,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,125,2017,7,26,0,0,0,85.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,3,2018,3,14,0,0,0,79.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,6,0,214,2018,8,18,0,0,0,100.51,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,4,0,9,2017,8,19,0,0,0,90.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,1,0,129,2018,10,7,0,0,0,146.92,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,2,0,81,2018,11,6,0,0,0,146.6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,5,0,7,2018,8,7,0,0,0,139.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,57,2018,9,2,0,0,0,123.3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,40,2018,10,14,0,0,0,145.2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,5,0,44,2018,8,29,0,0,0,124.46,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
